中央频道1,#genre#
創世電視,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKrfPkG6qxIAMUz4pFLtwqUY/ts
千禧經典台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKh6S5enyLi1ZTvIDkUU10gg/ts
天映經典頻道,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkRZLicPC2Y32JiVU2u9FXk/ts
娛樂新聞台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkAmjtT5icIsOcGcgVdc7W4/ts
戲曲台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgmq_H4Wv_YQG8PzwrHDrhA/ts
東方衛視國際頻道,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkzYQwdetfyqdWm809EGXZ0/ts
無線衛星亞洲台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsu8ADZr8-QVE6CW4j1PU9g/ts
myTV SUPER 18台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmym-VCaNAGRUpj4VoHYzYk/ts
無線衛星新聞台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhZFXrZejpsvhJUj0gsiWqc/ts
神州新聞台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkTZkM00MxlWvwECAZp8GUs/ts
粵語片台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkIZtznek0bhOiPqk3NqAb0/ts
美亞電影台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKtIenAsKhGIKE3dj_eOtDtE/ts
中國電影頻道,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKnqmSqzcbkoCbhMGLxlpep4/ts
Animax,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsxpC6sONPlvGgQ_ZxXyB00/ts
Arirang TV,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhtW_Y-jcfSUhj99glh5aPE/ts
AXN,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKk8jQkmYHhbckKyyIrhS59A/ts
CGTN (中國環球電視網)英語頻道,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhl9_nAJj_fSBMIAHRMsABA/ts
CGTN (中國環球電視網)記錄頻道,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKrTMz__a7rISevr0duhlxBA/ts
NHK World-Japan,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKlQiUN9x0UC_zwNOZLy1xKQ/ts
Nick Jr.,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKiKIkEHDj9vzoe0C_jehF2Y/ts
Nickelodeon,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKuGGufWNgQS32DNRJI1eQOc/ts
PopC,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvOlra732-HjEAHW2BRAeRg/ts
ROCK Action,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKh9NWmdHV_HhfRJaNSJ4pqY/ts
ROCK 綜藝娛樂,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKpqUOpwH1mEOuy9YUED7zPI/ts
SUPER Kids,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjV1yq5cml11ioCRWA0HeBM/ts
Thrill,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKporfrbNhyzYtZ1DWHDkkjY/ts
tvN,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvAs5jwO4D2u6MybatclKBU/ts
ZooMoo,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKlw8ANUfgexfWyhBYIEe2EM/ts
中央電視台綜合頻道 (港澳版),http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKp_iD0BCXLaxZElUsGgYYiY/ts
半島電視台英語頻道,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKtmgQ0wduNSiEJ6GNSrX5o4/ts
DW,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkPnM-ZdjFYe9gWzT8djNuk/ts
FashionBox,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhfwERTg7ictQi5HeqPF90Q/ts
France 24,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKlU9TwFSIsZKOVwWgHYI-AM/ts
Global Trekker,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmPPpv3ucZ0iHfaiIi4v6u4/ts
KIX,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKozPTWRBGc9-BURdWyEFY0U/ts
Love Nature HD,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKq26vU-tisX25fH1pqklK-M/ts
Love Nature 4K,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKlOZM87tW0dZthhwucR0le4/ts
AC Millan TV,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKtbx1vbY9gbZ4eGt9WUQiwg/ts
ACL CORNHOLE,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmHxJApIcs2K7DIkK9ULBxM/ts
BILLARD TV,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvoy2GUwjclI3fzPLJnwavg/ts
BOXIN TV,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKpF-v2X9dbDjzbcvvdHgP78/ts
DAZN 1 DE,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKptTTCk52L2DOdMIif7z8f4/ts
Dazn 1 ES,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKlYXcIodjGVYopOsCPy-wVA/ts
DAZN 1 UK,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKnxk6Cd62TBMBJeX4YjLO3Y/ts
DAZN 2 DE,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKl7VSlMykUW3e3CSfV_S5AI/ts
Dazn 2 ES,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKnvAJhDrIEC5XZxfLBX1DsY/ts
Dazn combat,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjXvqVnPnsdGRPFp46Sv7bQ/ts
DAZN F1,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkGK_7ODlx9tO0FHpDdNbvE/ts
Dazn fast,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhEf_SryLXeMumlbG2ZTgNQ/ts
DAZN LaLiga ES,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKtRhMZI4S1jRNSjUXhiwfPM/ts
DAZN PPV,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmrD1-4eYtOqASsS3ZCB0PQ/ts
Dazn rise,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKn-MgydrfttfcB8fR2-XR_8/ts
DAZN RISE DE,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKr0iJvbmZ5M2KpyVKKN-ZyE/ts
Dazn womens football,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKibNdDqXEMIDzGjqYcSHQw8/ts
ELEVEN 1 BE,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgYNAZ64aMYzYy_SgXqNxHU/ts
ELEVEN 1 FR,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKpp8bURiH47LUcrH95KoE_8/ts
ELEVEN 1 PT,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKoas7PyFpp6RhhgFh_zkaUA/ts
ELEVEN 2 PT,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKiO3mNa_RzVXDsIlEdlKN14/ts
ELEVEN 3 PT,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsLyGas5u8uzbcSVuPZakuE/ts
ELEVEN 4 PT,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvz7QgSDSkPBPFHVwSE8lLs/ts
ELEVEN 5 PT,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKnIN6hBycI07BbTpF10u2ME/ts
ELEVEN 6 PT,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKnO3INl2P7nT3TNbaBgpjWM/ts
ELEVEN Pro League 1 BE,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKlAq8tCz3-7I9ukSsL5EHbg/ts
ELEVEN Pro League 1 FR,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKp5W0_vbw1iLncJmHf_FAWk/ts
Eurosport 1 DE,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKiPE3lere9o8dzA5aoo49rQ/ts
Eurosport 1 ES,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmW0fdtprSXVpp6vLFIKjlI/ts
Eurosport 1 IT,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKrqZtpSZ8Fd2QNgTw2Dg3Zc/ts
Eurosport 2 DE,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkefsFtm0WRfaOCEaABc_7E/ts
Eurosport 2 ES,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKuJ4w99yLX606xdUzCmxdn8/ts
Eurosport 2 IT,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKud0Wc69Bh0vYgW1Bi3zIw8/ts
HYPERMOTION,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKuUscUp78aB13xSIUs_hrcM/ts
Inter TV,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjYsZBnmjFwD6G-_okGXGeo/ts
Matchroom Boxing,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgIPxQvT8-vTMmvW7cVXWfM/ts
Matchroom Boxing OPC2,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKlFtxEYqc1Al_u3glCuCDSA/ts
Milan TV,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkGfkOjtzYVBtc1439vdhb0/ts
MLB Network,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKie7TqGZ1zjiiOHkdQEfj2A/ts
MOTO AMERICA,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkQE8rbJqqJ6sdMpjDpZdss/ts
MOTORVISION TV,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKnk4eQ3S1BTdCK_H9oFEFAQ/ts
NBA TV,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKujSnLS9ldz7cGRLjuaErCg/ts
NFL Network,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKteKjxB3qMZvl74hnVy0I5o/ts
PADEL TIME TV,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhCPPapqoEvGijpxJLjqqto/ts
PDC DARTS,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKlD9CgDqZnoLgQH7XlcSM2k/ts
Play Sports 1 BE,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKq1388X4f6J29T6piRlIOks/ts
Play Sports 2 BE,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvQ1gqDDhZD1b5c9GnzBAuY/ts
Play Sports 3 BE,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKu2ScUpaE20th3dPmQ31OaE/ts
PLL NETWORK,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKpxkoQcimJpAlezPIG0sgsg/ts
RALLY TV,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkWMFOxKyr8o7brkuhByGUk/ts
Redbull TV,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKn8hhGIqSW103Dibbn0jczk/ts
Sportdigital Fussball,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKoRs8JONGP6p-dPM6FHK4EM/ts
Sports Digital,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKi69CyYln1B8n2YmoDUZwTs/ts
SportStak,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmgS3x5YuI4g4VzCKDSZGR8/ts
UNBEATEN,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhf7mI0F6AMWfLLYCN4A3SI/ts
WWE Network,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgcXYk3BH3zrVovxr_bh7DM/ts
Zona Dazn,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhte5INsa5acsQ7cu3RwVUc/ts
翡翠台(DVD-T),http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKnBP3_eRz5GJq3TuZknRXUY/ts
TVB Plus(DVD-T),http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKoj-I2JqTtgGjh_pNTR9PaY/ts
明珠台(DVD-T),http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKrrZ5ncenELB6AlUE3DelmY/ts
無線新聞台(DVD-T),http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKssBZTkutdvn2swo_aHRVus/ts
HOY 國際財經台(DVD-T),http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkTeooMSpie2AAAtA7raEpE/ts
HOY TV(DVD-T),http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKrL_eDuaJ2VzMtQT6xBfbIk/ts
HOY 資訊台(DVD-T),http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKuPd3cuuN86F1SXjQSS3h88/ts
ViuTVsix(DVD-T),http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKppksRTQKWB8nHQsr1dg4K8/ts
ViuTV(DVD-T),http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKtkNTRCVtcC-ZNiYqP8aLFo/ts
鳳凰衛視香港台(DVD-T),http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKus2TWEdXgN6bW3h7chWp0M/ts
港台電視 36(DVD-T),http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKj5ltJdH5RE3X9sqjvmemxM/ts


极速秒开,#genre#
凤凰中文 ,http://8.137.59.151:3009/TV2/gat.php?id=1
凤凰资讯 ,http://8.137.59.151:3009/TV2/gat.php?id=2
凤凰香港 ,http://8.137.59.151:3009/TV2/gat.php?id=3
中天新闻 ,http://8.137.59.151:3009/TV2/gat.php?id=40
无线新闻 ,http://8.137.59.151:3009/TV2/gat.php?id=5
Now新闻 ,http://8.137.59.151:3009/TV2/gat.php?id=19
Now财经 ,http://8.137.59.151:3009/TV2/gat.php?id=20
pₒₚc电影 ,http://8.137.59.151:3009/TV2/gat.php?id=17
Plus无线 ,http://8.137.59.151:3009/TV2/gat.php?id=6
无线赛马 ,http://8.137.59.151:3009/TV2/gat.php?id=25
有线赛马 ,http://8.137.59.151:3009/TV2/gat.php?id=9
无线翡翠 ,http://8.137.59.151:3009/TV2/gat.php?id=4
无线明珠 ,http://8.137.59.151:3009/TV2/gat.php?id=10
无线娱乐 ,http://8.137.59.151:3009/TV2/gat.php?id=7
无线综艺 ,http://8.137.59.151:3009/TV2/gat.php?id=21
无线综艺 ,http://8.137.59.151:3009/TV2/gat.php?id=26
无线综合 ,http://8.137.59.151:3009/TV2/gat.php?id=22
无线粤片 ,http://8.137.59.151:3009/TV2/gat.php?id=27
无线戏曲 ,http://8.137.59.151:3009/TV2/gat.php?id=28
无线经典 ,http://8.137.59.151:3009/TV2/gat.php?id=23
千禧经典 ,http://8.137.59.151:3009/TV2/gat.php?id=11
黄金华剧 ,http://8.137.59.151:3009/TV2/gat.php?id=16
无线星河国,http://8.137.59.151:3009/TV2/gat.php?id=8
美亚电影国,http://8.137.59.151:3009/TV2/gat.php?id=78
美亚电影粤,http://8.137.59.151:3009/TV2/gat.php?id=18
龙祥时代 ,http://8.137.59.151:3009/TV2/gat.php?id=77
寰宇新闻 ,http://8.137.59.151:3009/TV2/gat.php?id=47
三立新闻 ,http://8.137.59.151:3009/TV2/gat.php?id=49
中视新闻 ,http://8.137.59.151:3009/TV2/gat.php?id=50
中视新闻 ,http://8.137.59.151:3009/TV2/gat.php?id=51
华视新闻 ,http://8.137.59.151:3009/TV2/gat.php?id=109
民视闽南 ,http://8.137.59.151:3009/TV2/gat.php?id=41
中视闽南 ,http://8.137.59.151:3009/TV2/gat.php?id=42
台视闽南 ,http://8.137.59.151:3009/TV2/gat.php?id=43
华视闽南 ,http://8.137.59.151:3009/TV2/gat.php?id=44
好莱坞电影,http://8.137.59.151:3009/TV2/gat.php?id=79
东森电影 ,http://8.137.59.151:3009/TV2/gat.php?id=62
东森洋片 ,http://8.137.59.151:3009/TV2/gat.php?id=63
龙华偶像 ,http://8.137.59.151:3009/TV2/gat.php?id=64
八大第一 ,http://8.137.59.151:3009/TV2/gat.php?id=56
三立综合 ,http://8.137.59.151:3009/TV2/gat.php?id=75
闽南综艺 ,http://8.137.59.151:3009/TV2/gat.php?id=61
猪哥亮歌厅,http://8.137.59.151:3009/TV2/gat.php?id=108
亚洲旅游 ,http://8.137.59.151:3009/TV2/gat.php?id=91
动物星球 ,http://8.137.59.151:3009/TV2/gat.php?id=34
国家地理 ,http://8.137.59.151:3009/TV2/gat.php?id=92
野生地理 ,http://8.137.59.151:3009/TV2/gat.php?id=93
ELT-影剧 ,http://8.137.59.151:3009/TV2/gat.php?id=76
ELT-体育2,http://8.137.59.151:3009/TV2/gat.php?id=111
ELT-体育3,http://8.137.59.151:3009/TV2/gat.php?id=97
ELT-体育4,http://8.137.59.151:3009/TV2/gat.php?id=98
TvN-韩综 ,http://8.137.59.151:3009/TV2/gat.php?id=35
TvN-韩综 ,http://8.137.59.151:3009/TV2/gat.php?id=36
KIX_韩综 ,http://8.137.59.151:3009/TV2/gat.php?id=31
fash时尚 ,http://8.137.59.151:3009/TV2/gat.php?id=32
HBO高清 ,http://8.137.59.151:3009/TV2/gat.php?id=80
thrill电影 ,http://8.137.59.151:3009/TV2/gat.php?id=33
RockE电影,http://8.137.59.151:3009/TV2/gat.php?id=29
RockA电影,http://8.137.59.151:3009/TV2/gat.php?id=30
BBC新闻 ,http://8.137.59.151:3009/TV2/gat.php?id=95






港澳频道,#genre#
凤凰中文,http://58.144.154.93/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://58.144.154.93/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://58.144.154.93/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰中文,http://222.186.57.43:22222/php/fhx.php?id=fhzw&time=20240924093633&ip=111.60.49.200
凤凰资讯,http://222.186.57.43:22222/php/fhx.php?id=fhzx&time=20240924093633&ip=111.60.49.200
凤凰香港,http://222.186.57.43:22222/php/fhx.php?id=fhhk&time=20240924093633&ip=111.60.49.200
凤凰中文,http://122.224.232.226:8888/udp/233.50.200.191:5140
凤凰资讯,http://122.224.232.226:8888/udp/233.50.200.192:5140
无线新闻,https://cdn.iptv8k.top/dl/jspd.php?id=2
翡翠台,https://cdn.iptv8k.top/dl/jspd.php?id=3
星河台,https://cdn.iptv8k.top/dl/jspd.php?id=4
经典台,https://cdn.iptv8k.top/dl/jspd.php?id=5
HKS,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
港台电视31,http://rthklive1-lh.akamaihd.net/i/rthk31_1@167495/index_1296_av-b.m3u8
港台电视32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
港台电视33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
港台电视34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
港台电视35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
重温经典台,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv?time=20240924093633&ip=111.60.49.200
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
澳门莲花台,http://61.244.22.5/ch3/ch3.live/chunklist.m3u8
澳视澳门台,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视卫星台,http://61.244.22.5/ch3/ch3.live/index.m3u8
澳视综艺台,http://61.244.22.5/ch6/hd_ch6.live/playlist.m3u8
澳视葡文台,http://61.244.22.5/ch2/ch2.live/index.m3u8
澳门体育台,http://61.244.22.5/ch4/sport_ch4.live/playelist.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
点掌财经,https://wsvideo.aniu.tv/live/aniu/playlist.m3u8
ASTV亚洲卫视,https://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8?zbid=2046370057&tpid=330913109&type=0
经典重温,http://cg12.hunancatv.cn:9090/live/CWJD.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536318867014&srchost=172.16.22.158:8060&gid=OHehEP1KV9FqguWiPXrX6Q%3D%3D
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
澳视澳门,http://183.237.246.14:9931/tsfile/live/1039_1.m3u8
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
澳门莲花,http://php.jdshipin.com:8880/amlh.php
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv?time=20240924093633&ip=111.60.49.200
TVB Plus,http://ha.jmied.com/aa/aa.m3u8?auth_key=1661958232-0-0-114df08fce17ecb21f6bf42de85e7600
TVB-Plus,http://ha.jmied.com/aa/aa.m3u8?auth_key=1661958232-0-0-114df08fce17ecb21f6bf42de85e7600
TVB星河台,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8
无线新闻,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
耀才财经台,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
TVB-jade,https://cloudfront41.lexanetwork.com:1344/relay01/livestream002.sdp/playlist.m3u8
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
人間衛視,https://epg.pw/stream/9d0b87502ccb47a1a2c8211dc602777d5146e941c631c933743048da0b44053d.m3u8
台湾频道,#genre#

民視,rtmp://f13h.mine.nu/sat/tv051
台視,rtmp://f13h.mine.nu/sat/tv071
中視,rtmp://f13h.mine.nu/sat/tv091
華視,rtmp://f13h.mine.nu/sat/tv111
東森超視,rtmp://f13h.mine.nu/sat/tv331
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
緯來體育,rtmp://f13h.mine.nu/sat/tv721
DAZN1,rtmp://f13h.mine.nu/sat/tv731
DAZN2,rtmp://f13h.mine.nu/sat/tv741
MoMo綜合,rtmp://f13h.mine.nu/sat/tv761
緯來日本,rtmp://f13h.mine.nu/sat/tv771
東森超視,rtmp://f13h.mine.nu/sat/tv331
ELEVEN1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2,rtmp://f13h.mine.nu/sat/tv741
緯來體育,rtmp://220.130.201.73/sat/tv721
緯來日本,rtmp://220.130.201.73/sat/tv771
東森超視,rtmp://220.130.201.73/sat/tv331
三立戲劇,http://61.221.215.25:8800/hls/41/index.m3u8
中華小當家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC電影,http://61.221.215.25:8800/hls/43/index.m3u8
中天娛樂,http://61.221.215.25:8800/hls/47/index.m3u8
緯來精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亞洲,http://61.221.215.25:8800/hls/50/index.m3u8
NHK世界,http://61.221.215.25:8800/hls/51/index.m3u8
八大第壹,http://61.221.215.25:8800/hls/55/index.m3u8
八大綜合,http://61.221.215.25:8800/hls/56/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
民視台灣台,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv001&time=20240924093633&ip=111.60.49.200
民視,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv002&time=20240924093633&ip=111.60.49.200
民視第壹台,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv003&time=20240924093633&ip=111.60.49.200
民視綜藝,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv004&time=20240924093633&ip=111.60.49.200
豬哥亮歌廳秀,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv006&time=20240924093633&ip=111.60.49.200
中天新聞,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv009&time=20240924093633&ip=111.60.49.200
非凡新聞,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv010&time=20240924093633&ip=111.60.49.200
影迷數位電影台,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv011&time=20240924093633&ip=111.60.49.200
視納華仁紀實頻道,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv013&time=20240924093633&ip=111.60.49.200
時尚運動X,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv014&time=20240924093633&ip=111.60.49.200
GLOBETROTTER,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv016&time=20240924093633&ip=111.60.49.200
amc電影台,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv017&time=20240924093633&ip=111.60.49.200
達文西頻道,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv018&time=20240924093633&ip=111.60.49.200
八大精彩台,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv034&time=20240924093633&ip=111.60.49.200
八大綜藝台,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv039&time=20240924093633&ip=111.60.49.200
中視,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv040&time=20240924093633&ip=111.60.49.200
華視,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv041&time=20240924093633&ip=111.60.49.200
公視戲居,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv042&time=20240924093633&ip=111.60.49.200
客家電視台,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv043&time=20240924093633&ip=111.60.49.200
靖天卡通台,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv044&time=20240924093633&ip=111.60.49.200
靖洋戲居台,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv045&time=20240924093633&ip=111.60.49.200
靖天綜合台,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv046&time=20240924093633&ip=111.60.49.200
靖天日本台,http://222.186.57.43:22222/php/litv.php?id=4gtv-4gtv047&time=20240924093633&ip=111.60.49.200
